"id";"qid";"lang";"source";"Remarks";"Dclt"
10871;877;"Go";"func countBits(num int) []int {
 
}";"";"2020-03-25 15:18:38"
10872;877;"Kotlin";"class Solution {
    fun countBits(num: Int): IntArray {
 
    }
}";"";"2020-03-25 15:18:38"
10873;877;"Python3";"class Solution:
    def countBits(self, num: int) -> List[int]:";"";"2020-03-25 15:18:38"
10874;877;"JavaScript";"/**
 * @param {number} num
 * @return {number[]}
 */
var countBits = function(num) {
 
};";"";"2020-03-25 15:18:38"
10875;877;"PHP";"class Solution {
 
    /**
     * @param Integer $num
     * @return Integer[]
     */
    function countBits($num) {
        
    }
}";"";"2020-03-25 15:18:38"
10876;877;"Swift";"class Solution {
    func countBits(_ num: Int) -> [Int] {
        
    }
}";"";"2020-03-25 15:18:38"
10877;877;"Ruby";"# @param {Integer} num
# @return {Integer[]}
def count_bits(num)
 
end";"";"2020-03-25 15:18:38"
10878;877;"Python";"class Solution(object):
    def countBits(self, num):
        """"""
        :type num: int
        :rtype: List[int]
        """"""";"";"2020-03-25 15:18:38"
10879;878;"C#";"public class Solution {
    public bool ValidTicTacToe(string[] board) {
 
    }
}";"";"2020-03-25 15:18:38"
10880;878;"Java";"class Solution {
    public boolean validTicTacToe(String[] board) {
 
    }
}";"";"2020-03-25 15:18:38"
10881;878;"C";"bool validTicTacToe(char ** board, int boardSize){
 
}";"";"2020-03-25 15:18:38"
10882;878;"Rust";"impl Solution {
    pub fn valid_tic_tac_toe(board: Vec<String>) -> 
bool {
        
    }
}";"";"2020-03-25 15:18:38"
10883;878;"Scala";"object Solution {
    def validTicTacToe(board: Array[String]): 
Boolean = {
 
    }
}";"";"2020-03-25 15:18:38"
10884;878;"Go";"func validTicTacToe(board []string) bool {
 
}";"";"2020-03-25 15:18:38"
10885;878;"Kotlin";"class Solution {
    fun validTicTacToe(board: Array<String>): 
Boolean {
 
    }
}";"";"2020-03-25 15:18:38"
10886;878;"Python3";"class Solution:
    def validTicTacToe(self, board: List[str]) -> 
bool:";"";"2020-03-25 15:18:38"
10887;878;"JavaScript";"/**
 * @param {string[]} board
 * @return {boolean}
 */
var validTicTacToe = function(board) {
 
};";"";"2020-03-25 15:18:38"
10888;878;"PHP";"class Solution {
 
    /**
     * @param String[] $board
     * @return Boolean
     */
    function validTicTacToe($board) {
        
    }
}";"";"2020-03-25 15:18:38"
10889;878;"Swift";"class Solution {
    func validTicTacToe(_ board: [String]) -> Bool {
        
    }
}";"";"2020-03-25 15:18:38"
10890;878;"Ruby";"";"";"2020-03-25 15:18:38"
10891;878;"Python";"class Solution(object):
    def validTicTacToe(self, board):
        """"""
        :type board: List[str]
        :rtype: bool
        """"""";"";"2020-03-25 15:18:38"
10892;879;"C#";"public class Solution {
    public int MovesToChessboard(int[][] board) {
 
    }
}";"";"2020-03-25 15:18:38"
10893;879;"Java";"class Solution {
    public int movesToChessboard(int[][] board) {
 
    }
}";"";"2020-03-25 15:18:38"
10894;879;"C";"int movesToChessboard(int** board, int boardSize, 
int* boardColSize){
 
}";"";"2020-03-25 15:18:38"
10895;879;"Scala";"object Solution {
    def movesToChessboard(board: Array[Array[Int]])
: Int = {
 
    }
}";"";"2020-03-25 15:18:38"
10896;879;"Python3";"class Solution:
    def movesToChessboard(self, board: List[List
[int]]) -> int:";"";"2020-03-25 15:18:38"
10897;879;"JavaScript";"/**
 * @param {number[][]} board
 * @return {number}
 */
var movesToChessboard = function(board) {
 
};";"";"2020-03-25 15:18:38"
10898;879;"Go";"func movesToChessboard(board [][]int) int {
 
}";"";"2020-03-25 15:18:38"
10899;879;"PHP";"class Solution {
 
    /**
     * @param Integer[][] $board
     * @return Integer
     */
    function movesToChessboard($board) {
        
    }
}";"";"2020-03-25 15:18:38"
10900;879;"Swift";"class Solution {
    func movesToChessboard(_ board: [[Int]]) -> Int 
{
        
    }
}";"";"2020-03-25 15:18:38"
10901;879;"Ruby";"# @param {Integer[][]} board
# @return {Integer}
def moves_to_chessboard(board)
 
end";"";"2020-03-25 15:18:38"
10902;879;"Kotlin";"class Solution {
    fun movesToChessboard(board: Array<IntArray>): 
Int {
 
    }
}";"";"2020-03-25 15:18:38"
10903;879;"Python";"class Solution(object):
    def movesToChessboard(self, board):
        """"""
        :type board: List[List[int]]
        :rtype: int
        """"""";"";"2020-03-25 15:18:38"
10904;880;"C#";"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     public int val;
 *     public TreeNode left;
 *     public TreeNode right;
 *     public TreeNode(int x) { val = x; }
 * }
 */
public class Solution {
    public int MaxLevelSum(TreeNode root) {
 
    }
}";"";"2020-03-25 15:18:38"
10905;880;"Java";"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode(int x) { val = x; }
 * }
 */
class Solution {
    public int maxLevelSum(TreeNode root) {
 
    }
}";"";"2020-03-25 15:18:38"
10906;880;"Rust";"// Definition for a binary tree node.
// #[derive(Debug, PartialEq, Eq)]
// pub struct TreeNode {
//   pub val: i32,
//   pub left: Option<Rc<RefCell<TreeNode>>>,
//   pub right: Option<Rc<RefCell<TreeNode>>>,
// }
// 
// impl TreeNode {
//   #[inline]
//   pub fn new(val: i32) -> Self {
//     TreeNode {
//       val,
//       left: None,
//       right: None
//     }
//   }
// }
use std::rc::Rc;
use std::cell::RefCell;
impl Solution {
    pub fn max_level_sum(root: 
Option<Rc<RefCell<TreeNode>>>) -> i32 {
        
    }
}";"";"2020-03-25 15:18:38"
10907;880;"C";"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     struct TreeNode *left;
 *     struct TreeNode *right;
 * };
 */
 
 
int maxLevelSum(struct TreeNode* root){
 
}";"";"2020-03-25 15:18:38"
10908;880;"Scala";"/**
 * Definition for a binary tree node.
 * class TreeNode(var _value: Int) {
 *   var value: Int = _value
 *   var left: TreeNode = null
 *   var right: TreeNode = null
 * }
 */
object Solution {
    def maxLevelSum(root: TreeNode): Int = {
 
    }
}";"";"2020-03-25 15:18:38"
10909;880;"Go";"/**
 * Definition for a binary tree node.
 * type TreeNode struct {
 *     Val int
 *     Left *TreeNode
 *     Right *TreeNode
 * }
 */
func maxLevelSum(root *TreeNode) int {
 
}";"";"2020-03-25 15:18:38"
10910;880;"Kotlin";"/**
 * Example:
 * var ti = TreeNode(5)
 * var v = ti.`val`
 * Definition for a binary tree node.
 * class TreeNode(var `val`: Int) {
 *     var left: TreeNode? = null
 *     var right: TreeNode? = null
 * }
 */
class Solution {
    fun maxLevelSum(root: TreeNode?): Int {
 
    }
}";"";"2020-03-25 15:18:38"
10911;880;"Python3";"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None
 
class Solution:
    def maxLevelSum(self, root: TreeNode) -> int:";"";"2020-03-25 15:18:38"
10912;880;"JavaScript";"/**
 * Definition for a binary tree node.
 * function TreeNode(val) {
 *     this.val = val;
 *     this.left = this.right = null;
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number}
 */
var maxLevelSum = function(root) {
 
};";"";"2020-03-25 15:18:38"
10913;880;"PHP";"/**";"";"2020-03-25 15:18:38"
10914;880;"Swift";"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     public var val: Int
 *     public var left: TreeNode?
 *     public var right: TreeNode?
 *     public init(_ val: Int) {
 *         self.val = val
 *         self.left = nil
 *         self.right = nil
 *     }
 * }
 */
class Solution {
    func maxLevelSum(_ root: TreeNode?) -> Int {
        
    }
}";"";"2020-03-25 15:18:38"
10915;880;"Ruby";"# Definition for a binary tree node.
# class TreeNode
#     attr_accessor :val, :left, :right
#     def initialize(val)
#         @val = val
#         @left, @right = nil, nil
#     end
# end
 
# @param {TreeNode} root
# @return {Integer}
def max_level_sum(root)
 
end";"";"2020-03-25 15:18:38"
10916;880;"Python";"# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None
 
class Solution(object):
    def maxLevelSum(self, root):
        """"""
        :type root: TreeNode
        :rtype: int
        """"""";"";"2020-03-25 15:18:38"
10917;881;"C#";"public class Solution {
    public int DaysBetweenDates(string date1, 
string date2) {
 
    }
}";"";"2020-03-25 15:18:38"
10918;881;"Java";"class Solution {
    public int daysBetweenDates(String date1, 
String date2) {
 
    }
}";"";"2020-03-25 15:18:38"
10919;881;"C";"int daysBetweenDates(char * date1, char * date2){
 
}";"";"2020-03-25 15:18:38"
10920;881;"Rust";"impl Solution {
    pub fn days_between_dates(date1: String, date2: 
String) -> i32 {
        
    }
}";"";"2020-03-25 15:18:38"
10921;881;"Scala";"object Solution {
    def daysBetweenDates(date1: String, date2: 
String): Int = {
 
    }
}";"";"2020-03-25 15:18:38"
10922;881;"Go";"func daysBetweenDates(date1 string, date2 string) 
int {
 
}";"";"2020-03-25 15:18:38"
10923;881;"Kotlin";"class Solution {
    fun daysBetweenDates(date1: String, date2: 
String): Int {
 
    }
}";"";"2020-03-25 15:18:38"
10924;881;"Python3";"class Solution:
    def daysBetweenDates(self, date1: str, date2: 
str) -> int:";"";"2020-03-25 15:18:38"
10925;881;"JavaScript";"/**
 * @param {string} date1
 * @param {string} date2
 * @return {number}
 */
var daysBetweenDates = function(date1, date2) {
 
};";"";"2020-03-25 15:18:38"
10926;881;"PHP";"class Solution {
 
    /**
     * @param String $date1
     * @param String $date2
     * @return Integer
     */
    function daysBetweenDates($date1, $date2) {
        
    }
}";"";"2020-03-25 15:18:38"
10927;881;"Swift";"class Solution {
    func daysBetweenDates(_ date1: String, _ date2: 
String) -> Int {
        
    }
}";"";"2020-03-25 15:18:38"
10928;881;"Ruby";"# @param {String} date1";"";"2020-03-25 15:18:38"
10929;881;"Python";"class Solution(object):
    def daysBetweenDates(self, date1, date2):
        """"""
        :type date1: str
        :type date2: str
        :rtype: int
        """"""";"";"2020-03-25 15:18:38"
10930;882;"C#";"public class Solution {
    public int[][] FloodFill(int[][] image, int sr, 
int sc, int newColor) {
 
    }
}";"";"2020-03-25 15:18:38"
10931;882;"Java";"class Solution {
    public int[][] floodFill(int[][] image, int sr, 
int sc, int newColor) {
 
    }
}";"";"2020-03-25 15:18:38"
10932;882;"Rust";"impl Solution {
    pub fn flood_fill(image: Vec<Vec<i32>>, sr: i32,
 sc: i32, new_color: i32) -> Vec<Vec<i32>> {
        
    }
}";"";"2020-03-25 15:18:38"
10933;882;"C";"/**
 * Return an array of arrays of size *returnSize.
 * The sizes of the arrays are returned as 
*returnColumnSizes array.
 * Note: Both returned array and *columnSizes array 
must be malloced, assume caller calls free().
 */
int** floodFill(int** image, int imageSize, int* 
imageColSize, int sr, int sc, int newColor, int* 
returnSize, int** returnColumnSizes){
 
}";"";"2020-03-25 15:18:38"
